Timestamp,Building,Voltage_V,Current_A,Power_W,Energy_kWh
2026-01-09 00:30:00,Hostel,236.51,9.31,2201.61,0.5504
2026-01-09 00:45:00,Academic Block,237.81,7.23,1718.71,0.4297
2026-01-09 01:00:00,Library,230.16,12.67,2916.26,0.7291
2026-01-09 01:15:00,Computer Lab,226.23,13.11,2964.95,0.7412
2026-01-09 01:30:00,Computer Lab,232.3,4.46,1036.39,0.2591
2026-01-09 01:45:00,Academic Block,226.61,7.21,1634.2,0.4086
2026-01-09 02:00:00,Computer Lab,240.07,5.51,1322.87,0.3307
2026-01-09 02:15:00,Hostel,230.68,8.05,1856.98,0.4642
2026-01-09 02:30:00,Laboratory,228.17,9.75,2224.62,0.5562
2026-01-09 02:45:00,Academic Block,230.92,5.65,1304.96,0.3262
2026-01-09 03:00:00,Computer Lab,223.26,7.23,1615.19,0.4038
2026-01-09 03:15:00,Academic Block,225.14,6.99,1573.32,0.3933
2026-01-09 03:30:00,Academic Block,236.0,10.62,2506.77,0.6267
2026-01-09 03:45:00,Laboratory,226.72,10.21,2314.32,0.5786
2026-01-09 04:00:00,Hostel,224.77,7.83,1760.99,0.4402
2026-01-09 04:15:00,Academic Block,232.68,10.53,2450.26,0.6126
2026-01-09 04:30:00,Computer Lab,235.93,8.36,1972.35,0.4931
2026-01-09 04:45:00,Library,233.59,9.19,2145.58,0.5364
2026-01-09 05:00:00,Academic Block,234.98,15.02,3529.49,0.8824
2026-01-09 05:15:00,Academic Block,226.22,14.02,3171.86,0.793
2026-01-09 05:30:00,Laboratory,222.89,6.1,1359.91,0.34
2026-01-09 05:45:00,Hostel,237.51,12.49,2966.27,0.7416
2026-01-09 06:00:00,Library,228.39,12.43,2839.8,0.71
2026-01-09 06:15:00,Computer Lab,228.75,6.56,1499.48,0.3749
2026-01-09 06:30:00,Library,236.64,12.46,2947.68,0.7369
2026-01-09 06:45:00,Computer Lab,232.78,14.61,3401.82,0.8505
2026-01-09 07:00:00,Hostel,232.28,6.63,1540.56,0.3851
2026-01-09 07:15:00,Computer Lab,240.83,7.25,1745.38,0.4363
2026-01-09 07:30:00,Laboratory,226.78,13.05,2960.19,0.74
2026-01-09 07:45:00,Laboratory,234.64,10.81,2537.5,0.6344
2026-01-09 08:00:00,Laboratory,230.29,11.65,2683.84,0.671
2026-01-09 08:15:00,Laboratory,231.34,11.02,2549.81,0.6375
2026-01-09 08:30:00,Library,237.64,11.17,2654.96,0.6637
2026-01-09 08:45:00,Hostel,232.54,6.02,1400.02,0.35
2026-01-09 09:00:00,Computer Lab,232.69,13.14,3058.02,0.7645
2026-01-09 09:15:00,Computer Lab,235.36,13.51,3179.46,0.7949
2026-01-09 09:30:00,Laboratory,228.18,9.31,2124.73,0.5312
2026-01-09 09:45:00,Laboratory,225.8,9.87,2228.59,0.5571
2026-01-09 10:00:00,Academic Block,224.78,5.41,1215.29,0.3038
2026-01-09 10:15:00,Hostel,220.17,11.54,2541.35,0.6353
2026-01-09 10:30:00,Library,240.28,11.72,2815.17,0.7038
2026-01-09 10:45:00,Computer Lab,224.48,9.81,2202.96,0.5507
2026-01-09 11:00:00,Academic Block,228.89,13.37,3061.01,0.7653
2026-01-09 11:15:00,Academic Block,228.62,9.0,2057.03,0.5143
2026-01-09 11:30:00,Computer Lab,231.54,11.69,2707.55,0.6769
2026-01-09 11:45:00,Library,234.08,6.94,1624.74,0.4062
2026-01-09 12:00:00,Academic Block,234.3,9.93,2326.47,0.5816
2026-01-09 12:15:00,Academic Block,227.08,9.48,2152.07,0.538
2026-01-09 12:30:00,Hostel,229.16,10.68,2446.54,0.6116
2026-01-09 12:45:00,Library,231.41,8.89,2057.59,0.5144
2026-01-09 13:00:00,Academic Block,228.76,9.61,2197.34,0.5493
2026-01-09 13:15:00,Library,238.04,12.48,2970.26,0.7426
2026-01-09 13:30:00,Computer Lab,232.45,8.69,2019.96,0.505
2026-01-09 13:45:00,Laboratory,233.67,5.18,1210.5,0.3026
2026-01-09 14:00:00,Academic Block,233.31,15.25,3557.75,0.8894
2026-01-09 14:15:00,Hostel,235.87,14.14,3336.19,0.834
2026-01-09 14:30:00,Computer Lab,230.91,6.12,1413.88,0.3535
2026-01-09 14:45:00,Library,223.52,12.07,2697.64,0.6744
2026-01-09 15:00:00,Computer Lab,232.0,8.49,1969.92,0.4925
2026-01-09 15:15:00,Academic Block,226.74,10.79,2446.66,0.6117
2026-01-09 15:30:00,Library,227.36,10.88,2474.25,0.6186
2026-01-09 15:45:00,Laboratory,232.93,9.3,2165.52,0.5414
2026-01-09 16:00:00,Computer Lab,236.19,7.65,1806.56,0.4516
2026-01-09 16:15:00,Academic Block,230.11,7.93,1824.37,0.4561
2026-01-09 16:30:00,Hostel,231.54,7.25,1679.02,0.4198
2026-01-09 16:45:00,Library,238.51,7.5,1789.91,0.4475
2026-01-09 17:00:00,Computer Lab,231.2,9.8,2265.44,0.5664
2026-01-09 17:15:00,Computer Lab,243.01,7.85,1908.28,0.4771
2026-01-09 17:30:00,Laboratory,232.83,12.05,2804.68,0.7012
2026-01-09 17:45:00,Laboratory,221.2,14.46,3198.88,0.7997
2026-01-09 18:00:00,Hostel,233.77,8.26,1930.88,0.4827
2026-01-09 18:15:00,Hostel,231.91,10.72,2485.62,0.6214
2026-01-09 18:30:00,Academic Block,236.45,11.5,2718.94,0.6797
2026-01-09 18:45:00,Academic Block,233.37,11.42,2664.11,0.666
2026-01-09 19:00:00,Hostel,229.31,10.23,2345.33,0.5863
2026-01-09 19:15:00,Hostel,223.88,12.23,2737.6,0.6844
2026-01-09 19:30:00,Library,228.95,11.45,2620.79,0.6552
2026-01-09 19:45:00,Laboratory,225.75,6.29,1419.28,0.3548
2026-01-09 20:00:00,Academic Block,227.1,12.61,2863.12,0.7158
2026-01-09 20:15:00,Laboratory,232.94,12.66,2949.49,0.7374
2026-01-09 20:30:00,Laboratory,238.35,7.71,1837.71,0.4594
2026-01-09 20:45:00,Hostel,231.97,10.11,2346.14,0.5865
2026-01-09 21:00:00,Library,224.02,12.05,2699.45,0.6749
2026-01-09 21:15:00,Computer Lab,232.22,9.37,2176.41,0.5441
2026-01-09 21:30:00,Library,235.98,13.22,3119.45,0.7799
2026-01-09 21:45:00,Library,226.95,17.09,3878.96,0.9697
2026-01-09 22:00:00,Laboratory,229.33,7.64,1752.55,0.4381
2026-01-09 22:15:00,Library,230.07,5.86,1347.51,0.3369
2026-01-09 22:30:00,Academic Block,226.08,10.91,2466.81,0.6167
2026-01-09 22:45:00,Laboratory,233.24,12.16,2837.31,0.7093
2026-01-09 23:00:00,Academic Block,229.4,9.31,2135.07,0.5338
2026-01-09 23:15:00,Computer Lab,232.1,14.36,3332.87,0.8332
2026-01-09 23:30:00,Laboratory,225.56,5.98,1349.81,0.3375
2026-01-09 23:45:00,Computer Lab,227.81,12.08,2751.69,0.6879
2026-01-10 00:00:00,Laboratory,233.61,8.18,1911.51,0.4779
2026-01-10 00:15:00,Hostel,228.14,15.16,3458.11,0.8645
2026-01-10 00:30:00,Library,238.63,15.98,3812.8,0.9532
2026-01-10 00:45:00,Hostel,228.0,7.7,1755.62,0.4389
2026-01-10 01:00:00,Computer Lab,231.12,8.35,1930.19,0.4825
2026-01-10 01:15:00,Library,234.66,12.58,2951.77,0.7379
2026-01-10 01:30:00,Laboratory,222.91,8.84,1970.2,0.4925
2026-01-10 01:45:00,Library,221.2,9.86,2181.83,0.5455
2026-01-10 02:00:00,Academic Block,222.37,10.08,2240.65,0.5602
2026-01-10 02:15:00,Library,236.31,4.24,1002.2,0.2505
2026-01-10 02:30:00,Academic Block,227.24,9.96,2262.97,0.5657
2026-01-10 02:45:00,Library,242.79,7.93,1925.53,0.4814
2026-01-10 03:00:00,Academic Block,227.18,8.52,1935.71,0.4839
2026-01-10 03:15:00,Computer Lab,230.92,14.33,3309.33,0.8273
2026-01-10 03:30:00,Hostel,237.71,6.23,1481.05,0.3703
2026-01-10 03:45:00,Laboratory,240.03,12.44,2985.89,0.7465
2026-01-10 04:00:00,Library,240.31,9.16,2201.96,0.5505
2026-01-10 04:15:00,Hostel,236.04,9.16,2162.31,0.5406
2026-01-10 04:30:00,Laboratory,235.12,12.37,2908.7,0.7272
2026-01-10 04:45:00,Laboratory,232.96,11.02,2567.28,0.6418
2026-01-10 05:00:00,Academic Block,233.89,11.71,2739.3,0.6848
2026-01-10 05:15:00,Computer Lab,227.24,12.9,2932.48,0.7331
2026-01-10 05:30:00,Computer Lab,225.91,9.01,2034.55,0.5086
2026-01-10 05:45:00,Hostel,229.98,8.16,1877.42,0.4694
2026-01-10 06:00:00,Computer Lab,229.15,6.74,1545.51,0.3864
2026-01-10 06:15:00,Library,227.73,7.52,1713.42,0.4284
2026-01-10 06:30:00,Computer Lab,233.48,18.85,4400.5,1.1001
2026-01-10 06:45:00,Hostel,234.78,13.73,3224.43,0.8061
2026-01-10 07:00:00,Computer Lab,230.44,5.95,1370.39,0.3426
2026-01-10 07:15:00,Library,237.39,6.03,1432.07,0.358
2026-01-10 07:30:00,Academic Block,224.29,11.45,2567.15,0.6418
2026-01-10 07:45:00,Hostel,229.03,11.64,2666.34,0.6666
2026-01-10 08:00:00,Academic Block,226.42,11.65,2636.99,0.6592
2026-01-10 08:15:00,Academic Block,220.67,9.24,2037.89,0.5095
2026-01-10 08:30:00,Academic Block,229.59,9.62,2209.46,0.5524
2026-01-10 08:45:00,Laboratory,229.39,10.98,2519.55,0.6299
2026-01-10 09:00:00,Laboratory,237.57,10.26,2436.89,0.6092
2026-01-10 09:15:00,Academic Block,233.15,3.34,779.22,0.1948
2026-01-10 09:30:00,Hostel,224.88,9.31,2093.76,0.5234
2026-01-10 09:45:00,Library,239.27,7.45,1781.56,0.4454
2026-01-10 10:00:00,Library,236.11,10.53,2485.16,0.6213
2026-01-10 10:15:00,Computer Lab,232.91,18.96,4415.0,1.1037
2026-01-10 10:30:00,Hostel,228.87,11.1,2540.99,0.6352
2026-01-10 10:45:00,Laboratory,225.2,9.06,2040.2,0.5101
2026-01-10 11:00:00,Academic Block,228.14,12.77,2912.29,0.7281
2026-01-10 11:15:00,Computer Lab,235.44,11.45,2695.37,0.6738
2026-01-10 11:30:00,Library,239.42,11.26,2695.97,0.674
2026-01-10 11:45:00,Laboratory,237.72,11.82,2809.94,0.7025
2026-01-10 12:00:00,Laboratory,227.56,16.17,3679.49,0.9199
2026-01-10 12:15:00,Academic Block,224.4,6.61,1482.7,0.3707
2026-01-10 12:30:00,Library,230.7,11.42,2634.85,0.6587
2026-01-10 12:45:00,Hostel,221.16,7.22,1596.95,0.3992
2026-01-10 13:00:00,Laboratory,231.62,11.67,2702.15,0.6755
2026-01-10 13:15:00,Academic Block,229.26,7.24,1660.76,0.4152
2026-01-10 13:30:00,Hostel,227.67,8.75,1991.63,0.4979
2026-01-10 13:45:00,Library,222.03,9.11,2023.71,0.5059
2026-01-10 14:00:00,Laboratory,232.57,12.93,3006.51,0.7516
2026-01-10 14:15:00,Hostel,227.34,12.76,2899.76,0.7249
2026-01-10 14:30:00,Hostel,224.15,6.26,1403.82,0.351
2026-01-10 14:45:00,Hostel,215.64,10.16,2191.92,0.548
2026-01-10 15:00:00,Laboratory,229.86,7.87,1809.31,0.4523
2026-01-10 15:15:00,Laboratory,238.86,6.22,1486.79,0.3717
2026-01-10 15:30:00,Computer Lab,238.31,9.35,2227.91,0.557
2026-01-10 15:45:00,Library,227.71,9.07,2066.41,0.5166
2026-01-10 16:00:00,Academic Block,226.99,17.28,3922.4,0.9806
2026-01-10 16:15:00,Hostel,232.34,11.3,2625.23,0.6563
2026-01-10 16:30:00,Computer Lab,225.01,5.87,1320.16,0.33
2026-01-10 16:45:00,Academic Block,231.51,8.31,1922.84,0.4807
2026-01-10 17:00:00,Computer Lab,233.83,13.06,3054.8,0.7637
2026-01-10 17:15:00,Laboratory,236.13,16.27,3840.81,0.9602
2026-01-10 17:30:00,Hostel,229.5,5.24,1203.05,0.3008
2026-01-10 17:45:00,Academic Block,228.98,4.36,998.41,0.2496
2026-01-10 18:00:00,Academic Block,225.61,15.61,3522.43,0.8806
2026-01-10 18:15:00,Academic Block,225.87,11.17,2522.66,0.6307
2026-01-10 18:30:00,Academic Block,228.87,7.4,1692.5,0.4231
2026-01-10 18:45:00,Academic Block,231.84,11.6,2690.21,0.6726
2026-01-10 19:00:00,Computer Lab,234.57,2.09,490.89,0.1227
2026-01-10 19:15:00,Hostel,225.98,10.01,2262.13,0.5655
2026-01-10 19:30:00,Laboratory,237.46,10.98,2608.17,0.652
2026-01-10 19:45:00,Laboratory,228.64,12.77,2920.43,0.7301
2026-01-10 20:00:00,Laboratory,229.89,6.96,1599.67,0.3999
2026-01-10 20:15:00,Laboratory,226.26,10.26,2320.8,0.5802
2026-01-10 20:30:00,Computer Lab,217.88,7.22,1573.9,0.3935
2026-01-10 20:45:00,Library,234.42,10.77,2523.8,0.631
2026-01-10 21:00:00,Hostel,233.68,7.31,1709.16,0.4273
2026-01-10 21:15:00,Academic Block,228.59,8.78,2006.07,0.5015
2026-01-10 21:30:00,Library,230.33,7.01,1615.24,0.4038
2026-01-10 21:45:00,Laboratory,232.58,11.95,2780.12,0.695
2026-01-10 22:00:00,Library,222.19,12.58,2794.08,0.6985
2026-01-10 22:15:00,Hostel,227.35,9.3,2113.52,0.5284
2026-01-10 22:30:00,Academic Block,233.97,10.11,2366.55,0.5916
2026-01-10 22:45:00,Academic Block,223.73,5.65,1265.01,0.3163
2026-01-10 23:00:00,Hostel,231.47,9.1,2106.58,0.5266
2026-01-10 23:15:00,Hostel,223.22,9.85,2198.55,0.5496
2026-01-10 23:30:00,Laboratory,232.33,17.86,4150.0,1.0375
2026-01-10 23:45:00,Academic Block,229.82,6.66,1531.56,0.3829
2026-01-11 00:00:00,Library,221.92,14.39,3194.05,0.7985
2026-01-11 00:15:00,Computer Lab,235.82,12.99,3063.49,0.7659
2026-01-11 00:30:00,Computer Lab,226.33,10.84,2453.82,0.6135
2026-01-11 00:45:00,Hostel,225.95,15.28,3451.56,0.8629
2026-01-11 01:00:00,Laboratory,231.0,11.12,2567.9,0.642
2026-01-11 01:15:00,Computer Lab,235.74,11.17,2632.66,0.6582
2026-01-11 01:30:00,Academic Block,224.92,9.84,2213.37,0.5533
2026-01-11 01:45:00,Hostel,230.31,13.67,3148.48,0.7871
2026-01-11 02:00:00,Library,232.14,13.29,3085.06,0.7713
2026-01-11 02:15:00,Hostel,233.47,8.12,1896.43,0.4741
2026-01-11 02:30:00,Library,230.88,6.04,1395.05,0.3488
2026-01-11 02:45:00,Hostel,228.16,9.39,2142.71,0.5357
2026-01-11 03:00:00,Hostel,225.86,7.6,1716.53,0.4291
2026-01-11 03:15:00,Hostel,230.43,9.81,2260.39,0.5651
2026-01-11 03:30:00,Library,224.64,13.71,3080.32,0.7701
2026-01-11 03:45:00,Library,215.39,8.63,1858.43,0.4646
2026-01-11 04:00:00,Hostel,232.18,9.87,2292.0,0.573
2026-01-11 04:15:00,Computer Lab,234.52,10.17,2386.02,0.5965
2026-01-11 04:30:00,Laboratory,218.19,12.55,2737.2,0.6843
2026-01-11 04:45:00,Laboratory,224.95,3.26,733.19,0.1833
2026-01-11 05:00:00,Laboratory,233.1,8.18,1906.7,0.4767
2026-01-11 05:15:00,Library,240.29,10.63,2555.18,0.6388
2026-01-11 05:30:00,Library,230.1,13.6,3129.47,0.7824
2026-01-11 05:45:00,Computer Lab,226.36,8.52,1929.56,0.4824
2026-01-11 06:00:00,Laboratory,229.09,4.37,1001.18,0.2503
2026-01-11 06:15:00,Laboratory,236.87,11.86,2809.13,0.7023
2026-01-11 06:30:00,Hostel,226.77,8.09,1835.46,0.4589
2026-01-11 06:45:00,Library,226.0,6.43,1453.43,0.3634
2026-01-11 07:00:00,Laboratory,227.59,8.13,1849.59,0.4624
2026-01-11 07:15:00,Computer Lab,225.23,9.45,2127.65,0.5319
2026-01-11 07:30:00,Computer Lab,230.61,8.19,1887.75,0.4719
2026-01-11 07:45:00,Laboratory,238.12,3.38,805.64,0.2014
2026-01-11 08:00:00,Library,231.62,12.69,2939.48,0.7349
2026-01-11 08:15:00,Computer Lab,228.74,13.82,3162.22,0.7906
2026-01-11 08:30:00,Hostel,228.54,11.95,2732.11,0.683
2026-01-11 08:45:00,Computer Lab,222.18,6.59,1463.51,0.3659
2026-01-11 09:00:00,Academic Block,234.42,9.4,2202.46,0.5506
2026-01-11 09:15:00,Academic Block,229.61,9.98,2291.62,0.5729
2026-01-11 09:30:00,Library,229.1,11.8,2702.52,0.6756
2026-01-11 09:45:00,Laboratory,245.97,12.01,2952.82,0.7382
